Year,Month,Day,Max Temperature (F),Min Temperature (F),"Rain, Melted Snow, Etc. (in)","Snow, Ice Pellets, Hail (in)","Snow, Ice Pellets, Hail, Ice on Ground (in)",Date,Total Entries,Total Exits
2018,12,12,47.0,30.0,0.0,0.0,0.0,2018-12-12,667605,663604
2018,12,13,54.0,39.0,0.0,0.0,0.0,2018-12-13,666845,662783
2018,12,14,49.0,37.0,0.29,0.0,0.0,2018-12-14,606338,602605
2018,12,15,55.0,48.0,2.55,0.0,0.0,2018-12-15,219369,217298
2018,12,16,50.0,43.0,0.6,0.0,0.0,2018-12-16,134918,133505
2018,12,17,58.0,42.0,0.0,0.0,0.0,2018-12-17,590564,587141
2018,12,18,47.0,34.0,0.0,0.0,0.0,2018-12-18,626810,623414
2018,12,19,51.0,30.0,0.0,0.0,0.0,2018-12-19,619662,616039
2018,12,20,62.0,36.0,0.36,0.0,0.0,2018-12-20,571564,568263
2018,12,21,67.0,47.0,0.17,0.0,0.0,2018-12-21,486800,483293
2018,12,22,53.0,42.0,0.001,0.0,0.0,2018-12-22,182250,180007
2018,12,23,49.0,37.0,0.02,0.0,0.0,2018-12-23,139032,137373
2018,12,24,48.0,40.0,0.001,0.0,0.0,2018-12-24,153863,151767
2018,12,26,47.0,31.0,0.0,0.0,0.0,2018-12-26,302924,299781
2018,12,27,53.0,33.0,0.01,0.0,0.0,2018-12-27,380294,376991
2018,12,28,57.0,44.0,1.02,0.0,0.0,2018-12-28,336404,333574
2018,12,29,58.0,41.0,0.0,0.0,0.0,2018-12-29,218178,215706
2018,12,30,47.0,39.0,0.0,0.0,0.0,2018-12-30,156353,154595
2018,12,31,51.0,39.0,0.48,0.0,0.0,2018-12-31,282557,279630
2019,1,2,48.0,42.0,0.0,0.0,0.0,2019-01-02,461450,458364
2019,1,3,51.0,40.0,0.0,0.0,0.0,2019-01-03,498141,494854
2019,1,4,50.0,36.0,0.04,0.0,0.0,2019-01-04,472938,469657
2019,1,5,54.0,46.0,0.04,0.0,0.0,2019-01-05,159840,158215
2019,1,6,57.0,39.0,0.0,0.0,0.0,2019-01-06,117424,116180
2019,1,7,41.0,35.0,0.001,0.0,0.0,2019-01-07,512234,509453
2019,1,8,60.0,39.0,0.24,0.0,0.0,2019-01-08,554435,550801
2019,1,9,54.0,33.0,0.001,0.001,0.0,2019-01-09,548309,545250
2019,1,10,39.0,30.0,0.001,0.001,0.0,2019-01-10,540263,536862
2019,1,11,39.0,29.0,0.0,0.0,0.0,2019-01-11,512789,509146
2019,1,12,37.0,30.0,0.13,1.9,0.0,2019-01-12,167789,165965
2019,1,13,32.0,29.0,0.71,8.3,3.9,2019-01-13,103734,102603
2019,1,14,37.0,27.0,0.001,0.1,9.8,2019-01-14,241050,239432
2019,1,15,39.0,25.0,0.0,0.0,5.9,2019-01-15,563037,559701
2019,1,16,44.0,24.0,0.0,0.0,5.1,2019-01-16,579276,575904
2019,1,17,40.0,34.0,0.09,0.9,3.1,2019-01-17,585022,581623
2019,1,18,41.0,34.0,0.02,0.1,3.1,2019-01-18,584007,579255
2019,1,19,40.0,37.0,0.61,0.0,1.2,2019-01-19,228170,226597
2019,1,20,56.0,18.0,0.19,0.0,0.0,2019-01-20,129685,128106
2019,1,22,33.0,16.0,0.0,0.0,0.0,2019-01-22,532467,529296
2019,1,23,52.0,31.0,0.001,0.0,0.0,2019-01-23,550506,547343
2019,1,24,60.0,36.0,1.03,0.0,0.0,2019-01-24,551557,548385
2019,1,25,44.0,30.0,0.0,0.0,0.0,2019-01-25,520004,516680
2019,1,26,42.0,26.0,0.0,0.0,0.0,2019-01-26,174710,172935
2019,1,27,49.0,28.0,0.0,0.0,0.0,2019-01-27,120032,118736
2019,1,28,40.0,30.0,0.0,0.0,0.0,2019-01-28,586930,583269
2019,1,29,41.0,28.0,0.2,0.2,0.0,2019-01-29,602841,599477
2019,1,30,39.0,12.0,0.001,0.001,0.0,2019-01-30,515805,512920
2019,1,31,25.0,10.0,0.0,0.0,0.0,2019-01-31,568965,565300
2019,2,1,24.0,20.0,0.05,0.9,0.001,2019-02-01,543817,539931
2019,2,2,41.0,18.0,0.0,0.0,1.2,2019-02-02,183386,181410
2019,2,3,56.0,28.0,0.0,0.0,0.0,2019-02-03,134947,133537
2019,2,4,64.0,33.0,0.0,0.0,0.0,2019-02-04,594096,590484
2019,2,5,74.0,36.0,0.0,0.0,0.0,2019-02-05,651801,647356
2019,2,6,58.0,42.0,0.03,0.0,0.0,2019-02-06,635026,630986
2019,2,7,56.0,46.0,0.001,0.0,0.0,2019-02-07,643194,639557
2019,2,8,61.0,37.0,0.001,0.0,0.0,2019-02-08,585773,582428
2019,2,9,37.0,28.0,0.0,0.0,0.0,2019-02-09,196809,194304
2019,2,10,41.0,26.0,0.11,0.2,0.0,2019-02-10,132416,130963
2019,2,11,38.0,34.0,0.35,0.0,0.0,2019-02-11,547279,544541
2019,2,12,41.0,35.0,0.68,0.0,0.0,2019-02-12,616400,612697
2019,2,13,51.0,37.0,0.001,0.0,0.0,2019-02-13,642804,639202
2019,2,14,54.0,32.0,0.0,0.0,0.0,2019-02-14,635069,629880
2019,2,15,65.0,47.0,0.001,0.0,0.0,2019-02-15,563686,559964
2019,2,16,52.0,36.0,0.0,0.0,0.0,2019-02-16,209655,207056
2019,2,17,41.0,32.0,0.21,0.0,0.0,2019-02-17,145712,144103
2019,2,19,43.0,29.0,0.0,0.0,0.0,2019-02-19,612266,609445
2019,2,20,37.0,30.0,0.73,2.6,0.001,2019-02-20,159293,157918
2019,2,21,60.0,34.0,0.0,0.0,2.0,2019-02-21,590632,587424
2019,2,22,52.0,43.0,0.02,0.0,0.0,2019-02-22,576660,573293
2019,2,23,44.0,39.0,0.15,0.0,0.0,2019-02-23,186825,184997
2019,2,24,63.0,39.0,0.94,0.0,0.0,2019-02-24,136488,134970
2019,2,25,51.0,41.0,0.0,0.0,0.0,2019-02-25,586797,583344
2019,2,26,53.0,34.0,0.0,0.0,0.0,2019-02-26,643777,640199
2019,2,27,41.0,32.0,0.0,0.0,0.0,2019-02-27,638042,634540
2019,2,28,50.0,39.0,0.0,0.0,0.0,2019-02-28,635312,631744
2019,3,1,39.0,34.0,0.64,0.3,0.001,2019-03-01,528191,523925
2019,3,2,49.0,36.0,0.05,0.0,0.0,2019-03-02,195289,193248
2019,3,3,47.0,37.0,0.52,0.001,0.0,2019-03-03,124757,123276
2019,3,4,43.0,30.0,0.01,0.0,0.0,2019-03-04,601435,597810
2019,3,5,43.0,27.0,0.0,0.0,0.0,2019-03-05,646985,642890
2019,3,6,34.0,22.0,0.0,0.0,0.0,2019-03-06,639165,635089
2019,3,7,45.0,25.0,0.0,0.0,0.0,2019-03-07,645178,641407
2019,3,8,41.0,32.0,0.21,0.001,0.0,2019-03-08,587696,584218
2019,3,9,43.0,35.0,0.07,0.0,0.0,2019-03-09,248479,246447
2019,3,10,60.0,40.0,0.41,0.0,0.0,2019-03-10,158197,156570
2019,3,11,62.0,48.0,0.0,0.0,0.0,2019-03-11,609490,605233
2019,3,12,53.0,39.0,0.0,0.0,0.0,2019-03-12,657938,654586
2019,3,13,60.0,34.0,0.0,0.0,0.0,2019-03-13,653436,649181
2019,3,14,75.0,46.0,0.0,0.0,0.0,2019-03-14,663923,659284
2019,3,15,78.0,57.0,0.001,0.0,0.0,2019-03-15,590050,586569
2019,3,16,57.0,42.0,0.0,0.0,0.0,2019-03-16,237564,234923
2019,3,17,54.0,37.0,0.0,0.0,0.0,2019-03-17,155329,153687
2019,3,18,51.0,40.0,0.001,0.0,0.0,2019-03-18,615174,611349
2019,3,19,54.0,35.0,0.0,0.0,0.0,2019-03-19,662889,658995
2019,3,20,57.0,38.0,0.001,0.0,0.0,2019-03-20,675967,672006
2019,3,21,49.0,43.0,1.96,0.0,0.0,2019-03-21,636354,632718
2019,3,22,55.0,39.0,0.09,0.001,0.0,2019-03-22,607820,603868
2019,3,23,55.0,37.0,0.0,0.0,0.0,2019-03-23,259199,256932
2019,3,24,66.0,35.0,0.0,0.0,0.0,2019-03-24,196477,194806
2019,3,25,65.0,45.0,0.001,0.0,0.0,2019-03-25,634033,630144
2019,3,26,52.0,39.0,0.0,0.0,0.0,2019-03-26,690823,686660
2019,3,27,55.0,35.0,0.0,0.0,0.0,2019-03-27,674598,670413
2019,3,28,62.0,37.0,0.0,0.0,0.0,2019-03-28,717343,712677
2019,3,29,71.0,51.0,0.0,0.0,0.0,2019-03-29,638917,634831
2019,3,30,79.0,52.0,0.0,0.0,0.0,2019-03-30,449366,445768
2019,3,31,64.0,35.0,0.04,0.0,0.0,2019-03-31,212883,211389
2019,4,1,51.0,34.0,0.0,0.0,0.0,2019-04-01,661623,658144
2019,4,2,50.0,39.0,0.04,0.0,0.0,2019-04-02,712967,708856
2019,4,3,72.0,38.0,0.0,0.0,0.0,2019-04-03,755530,750656
2019,4,4,69.0,44.0,0.0,0.0,0.0,2019-04-04,739793,735626
2019,4,5,56.0,47.0,0.09,0.0,0.0,2019-04-05,649125,645265
2019,4,6,71.0,47.0,0.001,0.0,0.0,2019-04-06,491729,487205
2019,4,7,75.0,51.0,0.001,0.0,0.0,2019-04-07,267832,265617
2019,4,8,84.0,59.0,0.03,0.0,0.0,2019-04-08,645690,642275
2019,4,9,81.0,61.0,0.01,0.0,0.0,2019-04-09,701741,698098
2019,4,10,72.0,50.0,0.0,0.0,0.0,2019-04-10,685845,681736
2019,4,11,62.0,49.0,0.0,0.0,0.0,2019-04-11,694993,691337
2019,4,12,73.0,49.0,0.05,0.0,0.0,2019-04-12,628709,624416
2019,4,13,77.0,63.0,0.37,0.0,0.0,2019-04-13,388727,385244
2019,4,14,77.0,63.0,0.001,0.0,0.0,2019-04-14,202737,201057
2019,4,15,75.0,47.0,0.72,0.0,0.0,2019-04-15,625193,621371
2019,4,16,69.0,44.0,0.0,0.0,0.0,2019-04-16,665703,661622
2019,4,17,71.0,56.0,0.0,0.0,0.0,2019-04-17,678990,674206
2019,4,18,80.0,55.0,0.0,0.0,0.0,2019-04-18,676830,672650
2019,4,19,76.0,66.0,0.31,0.0,0.0,2019-04-19,526378,522985
2019,4,20,74.0,61.0,0.001,0.0,0.0,2019-04-20,277659,274779
2019,4,21,72.0,52.0,0.001,0.0,0.0,2019-04-21,157612,155881
2019,4,22,74.0,55.0,0.0,0.0,0.0,2019-04-22,601193,597149
2019,4,23,82.0,54.0,0.0,0.0,0.0,2019-04-23,671570,667175
2019,4,24,77.0,64.0,0.0,0.0,0.0,2019-04-24,684826,680208
2019,4,25,77.0,62.0,0.001,0.0,0.0,2019-04-25,689027,684488
2019,4,26,77.0,58.0,0.59,0.0,0.0,2019-04-26,615681,611449
2019,4,27,72.0,54.0,0.03,0.0,0.0,2019-04-27,288727,285932
2019,4,28,74.0,51.0,0.001,0.0,0.0,2019-04-28,184660,182663
2019,4,29,62.0,47.0,0.001,0.0,0.0,2019-04-29,622225,618436
2019,4,30,83.0,56.0,0.0,0.0,0.0,2019-04-30,671174,666896
2019,5,1,70.0,59.0,0.0,0.0,0.0,2019-05-01,670131,665994
2019,5,2,87.0,60.0,0.48,0.0,0.0,2019-05-02,674020,669706
2019,5,3,79.0,65.0,0.001,0.0,0.0,2019-05-03,607186,602878
2019,5,4,76.0,65.0,0.55,0.0,0.0,2019-05-04,243397,241128
2019,5,5,68.0,60.0,0.65,0.0,0.0,2019-05-05,132533,130994
2019,5,6,78.0,59.0,0.0,0.0,0.0,2019-05-06,613032,609414
2019,5,7,81.0,61.0,0.0,0.0,0.0,2019-05-07,667564,663360
2019,5,8,74.0,63.0,0.0,0.0,0.0,2019-05-08,666105,661983
2019,5,9,78.0,62.0,0.001,0.0,0.0,2019-05-09,659330,655359
2019,5,10,82.0,67.0,0.52,0.0,0.0,2019-05-10,584082,580094
2019,5,11,74.0,58.0,0.41,0.0,0.0,2019-05-11,230557,228122
2019,5,12,61.0,51.0,0.49,0.0,0.0,2019-05-12,135369,133798
2019,5,13,60.0,50.0,0.59,0.0,0.0,2019-05-13,609732,605085
2019,5,14,64.0,51.0,0.0,0.0,0.0,2019-05-14,686018,681559
2019,5,15,76.0,50.0,0.0,0.0,0.0,2019-05-15,698899,693812
2019,5,16,80.0,56.0,0.01,0.0,0.0,2019-05-16,691336,686937
2019,5,17,82.0,59.0,0.0,0.0,0.0,2019-05-17,640778,635940
2019,5,18,84.0,64.0,0.001,0.0,0.0,2019-05-18,274541,271554
2019,5,19,87.0,65.0,0.24,0.0,0.0,2019-05-19,190934,188693
2019,5,20,90.0,73.0,0.001,0.0,0.0,2019-05-20,624546,620420
2019,5,21,73.0,62.0,0.0,0.0,0.0,2019-05-21,678936,672339
2019,5,22,72.0,57.0,0.0,0.0,0.0,2019-05-22,678280,672817
2019,5,23,85.0,61.0,0.31,0.0,0.0,2019-05-23,649501,645133
2019,5,24,84.0,70.0,0.0,0.0,0.0,2019-05-24,579100,574110
2019,5,25,82.0,67.0,0.001,0.0,0.0,2019-05-25,255109,252846
2019,5,26,92.0,69.0,0.24,0.0,0.0,2019-05-26,224583,222371
2019,5,28,91.0,70.0,0.19,0.0,0.0,2019-05-28,601623,597778
2019,5,29,93.0,74.0,0.0,0.0,0.0,2019-05-29,646554,642316
2019,5,30,90.0,72.0,0.29,0.0,0.0,2019-05-30,638497,634173
2019,5,31,85.0,67.0,0.0,0.0,0.0,2019-05-31,593940,589621
2019,6,1,87.0,69.0,0.0,0.0,0.0,2019-06-01,238234,235943
2019,6,2,85.0,67.0,0.01,0.0,0.0,2019-06-02,167485,165867
2019,6,3,76.0,58.0,0.0,0.0,0.0,2019-06-03,628453,623427
2019,6,4,78.0,54.0,0.0,0.0,0.0,2019-06-04,686816,682178
2019,6,5,83.0,65.0,0.01,0.0,0.0,2019-06-05,691575,687264
2019,6,6,90.0,71.0,0.001,0.0,0.0,2019-06-06,676360,672106
2019,6,7,81.0,71.0,0.0,0.0,0.0,2019-06-07,608644,604158
2019,6,8,83.0,68.0,0.0,0.0,0.0,2019-06-08,327425,323123
2019,6,9,74.0,65.0,0.13,0.0,0.0,2019-06-09,189117,187333
2019,6,10,77.0,64.0,0.37,0.0,0.0,2019-06-10,626374,622115
2019,6,11,81.0,64.0,0.14,0.0,0.0,2019-06-11,697324,692636
2019,6,12,78.0,64.0,0.08,0.0,0.0,2019-06-12,696036,691345
2019,6,13,79.0,61.0,1.05,0.0,0.0,2019-06-13,672422,667703
2019,6,14,79.0,57.0,0.0,0.0,0.0,2019-06-14,634151,629095
2019,6,15,84.0,61.0,0.0,0.0,0.0,2019-06-15,275330,272668
2019,6,16,87.0,68.0,0.001,0.0,0.0,2019-06-16,179517,177101
2019,6,17,91.0,74.0,0.99,0.0,0.0,2019-06-17,627351,620329
2019,6,18,88.0,72.0,1.16,0.0,0.0,2019-06-18,673667,665576
2019,6,19,87.0,72.0,0.001,0.0,0.0,2019-06-19,690722,683271
2019,6,20,92.0,73.0,0.08,0.0,0.0,2019-06-20,692437,687405
2019,6,21,85.0,71.0,0.001,0.0,0.0,2019-06-21,654857,649502
2019,6,22,83.0,66.0,0.0,0.0,0.0,2019-06-22,314758,311335
2019,6,23,84.0,63.0,0.0,0.0,0.0,2019-06-23,212069,210112
2019,6,24,88.0,70.0,0.02,0.0,0.0,2019-06-24,636430,631813
2019,6,25,90.0,74.0,0.19,0.0,0.0,2019-06-25,687895,681629
2019,6,26,91.0,72.0,0.0,0.0,0.0,2019-06-26,691972,686481
2019,6,27,92.0,74.0,0.001,0.0,0.0,2019-06-27,669338,665077
2019,6,28,95.0,72.0,0.001,0.0,0.0,2019-06-28,606804,601613
2019,6,29,96.0,72.0,0.04,0.0,0.0,2019-06-29,249573,246985
2019,6,30,92.0,73.0,0.001,0.0,0.0,2019-06-30,177431,175677
2019,7,1,88.0,69.0,0.0,0.0,0.0,2019-07-01,628723,623484
2019,7,2,94.0,70.0,0.42,0.0,0.0,2019-07-02,662610,657965
2019,7,3,93.0,73.0,0.001,0.0,0.0,2019-07-03,636224,631782
2019,7,5,90.0,77.0,0.01,0.0,0.0,2019-07-05,437770,433478
2019,7,6,92.0,74.0,0.72,0.0,0.0,2019-07-06,247023,244479
2019,7,7,89.0,75.0,0.0,0.0,0.0,2019-07-07,174356,172549
2019,7,8,80.0,71.0,3.44,0.0,0.0,2019-07-08,573183,569319
2019,7,9,86.0,67.0,0.0,0.0,0.0,2019-07-09,677841,673604
2019,7,10,87.0,71.0,0.0,0.0,0.0,2019-07-10,683975,679778
2019,7,11,91.0,72.0,0.88,0.0,0.0,2019-07-11,662352,657790
2019,7,12,90.0,72.0,0.0,0.0,0.0,2019-07-12,643780,639033
2019,7,13,91.0,73.0,0.0,0.0,0.0,2019-07-13,254174,251804
2019,7,14,94.0,75.0,0.0,0.0,0.0,2019-07-14,178739,176953
2019,7,15,90.0,72.0,0.0,0.0,0.0,2019-07-15,637602,633213
2019,7,16,93.0,75.0,0.001,0.0,0.0,2019-07-16,685225,680350
2019,7,17,95.0,74.0,0.29,0.0,0.0,2019-07-17,679631,674754
2019,7,18,93.0,78.0,0.0,0.0,0.0,2019-07-18,689739,685644
2019,7,19,96.0,79.0,0.0,0.0,0.0,2019-07-19,636163,630738
2019,7,20,97.0,81.0,0.0,0.0,0.0,2019-07-20,283290,280754
2019,7,21,99.0,80.0,0.001,0.0,0.0,2019-07-21,176738,174807
2019,7,22,96.0,76.0,0.03,0.0,0.0,2019-07-22,627222,622663
2019,7,23,77.0,70.0,0.08,0.0,0.0,2019-07-23,695911,691269
2019,7,24,87.0,69.0,0.37,0.0,0.0,2019-07-24,699238,694211
2019,7,25,88.0,65.0,0.01,0.0,0.0,2019-07-25,693961,689193
2019,7,26,90.0,69.0,0.0,0.0,0.0,2019-07-26,640485,635191
2019,7,27,89.0,71.0,0.0,0.0,0.0,2019-07-27,281969,278610
2019,7,28,92.0,73.0,0.0,0.0,0.0,2019-07-28,201236,199113
2019,7,29,94.0,75.0,0.0,0.0,0.0,2019-07-29,624155,620070
2019,7,30,95.0,76.0,0.0,0.0,0.0,2019-07-30,679303,674440
2019,7,31,90.0,74.0,0.01,0.0,0.0,2019-07-31,658281,653288
2019,8,1,91.0,71.0,0.0,0.0,0.0,2019-08-01,653829,649025
2019,8,2,87.0,72.0,0.001,0.0,0.0,2019-08-02,586364,581196
2019,8,3,91.0,74.0,0.001,0.0,0.0,2019-08-03,262284,259213
2019,8,4,92.0,76.0,0.001,0.0,0.0,2019-08-04,186329,184126
2019,8,5,89.0,73.0,0.0,0.0,0.0,2019-08-05,597321,592556
2019,8,6,92.0,72.0,0.0,0.0,0.0,2019-08-06,636225,631581
2019,8,7,94.0,72.0,0.9,0.0,0.0,2019-08-07,623514,618951
2019,8,8,92.0,72.0,0.0,0.0,0.0,2019-08-08,629422,624789
2019,8,9,93.0,75.0,0.001,0.0,0.0,2019-08-09,561596,557034
2019,8,10,85.0,66.0,0.0,0.0,0.0,2019-08-10,221591,218928
2019,8,11,86.0,68.0,0.0,0.0,0.0,2019-08-11,172358,169986
2019,8,12,92.0,70.0,0.0,0.0,0.0,2019-08-12,585149,580769
2019,8,13,85.0,77.0,0.12,0.0,0.0,2019-08-13,626513,622258
2019,8,14,90.0,76.0,0.001,0.0,0.0,2019-08-14,630664,626315
2019,8,15,88.0,76.0,0.2,0.0,0.0,2019-08-15,621537,616985
2019,8,16,89.0,74.0,0.0,0.0,0.0,2019-08-16,568077,563460
2019,8,17,92.0,76.0,0.0,0.0,0.0,2019-08-17,244023,241505
2019,8,18,96.0,76.0,0.0,0.0,0.0,2019-08-18,168820,166881
2019,8,19,98.0,78.0,0.001,0.0,0.0,2019-08-19,561462,557475
2019,8,20,96.0,74.0,0.36,0.0,0.0,2019-08-20,598642,593902
2019,8,21,93.0,72.0,0.01,0.0,0.0,2019-08-21,614448,609968
2019,8,22,95.0,76.0,0.0,0.0,0.0,2019-08-22,604102,599182
2019,8,23,79.0,68.0,0.38,0.0,0.0,2019-08-23,525036,520683
2019,8,24,81.0,64.0,0.0,0.0,0.0,2019-08-24,235129,232247
2019,8,25,80.0,65.0,0.001,0.0,0.0,2019-08-25,161013,158982
2019,8,26,76.0,64.0,0.0,0.0,0.0,2019-08-26,567890,568947
2019,8,27,80.0,66.0,0.001,0.0,0.0,2019-08-27,636188,631248
2019,8,28,84.0,68.0,0.02,0.0,0.0,2019-08-28,629418,625198
2019,8,29,86.0,67.0,0.0,0.0,0.0,2019-08-29,616999,612780
2019,8,30,89.0,65.0,0.0,0.0,0.0,2019-08-30,539421,534936
2019,8,31,91.0,70.0,0.0,0.0,0.0,2019-08-31,267859,265172
2019,9,1,83.0,71.0,0.0,0.0,0.0,2019-09-01,189422,187269
2019,9,3,89.0,71.0,0.0,0.0,0.0,2019-09-03,616652,612372
2019,9,4,96.0,72.0,0.02,0.0,0.0,2019-09-04,649962,645629
2019,9,5,81.0,72.0,0.0,0.0,0.0,2019-09-05,640631,638999
2019,9,6,77.0,66.0,0.0,0.0,0.0,2019-09-06,580950,579471
2019,9,7,86.0,63.0,0.0,0.0,0.0,2019-09-07,232054,230796
2019,9,8,84.0,64.0,0.0,0.0,0.0,2019-09-08,154500,153152
2019,9,9,85.0,70.0,0.001,0.0,0.0,2019-09-09,625002,621549
2019,9,10,89.0,69.0,0.0,0.0,0.0,2019-09-10,684677,679442
2019,9,11,93.0,71.0,0.01,0.0,0.0,2019-09-11,682239,677140
2019,9,12,98.0,74.0,0.03,0.0,0.0,2019-09-12,688541,683874
2019,9,13,76.0,68.0,0.001,0.0,0.0,2019-09-13,640422,634790
2019,9,14,81.0,67.0,0.0,0.0,0.0,2019-09-14,274856,271795
2019,9,15,90.0,72.0,0.0,0.0,0.0,2019-09-15,190301,188115
2019,9,16,92.0,68.0,0.0,0.0,0.0,2019-09-16,645806,641928
2019,9,17,82.0,68.0,0.0,0.0,0.0,2019-09-17,686615,681230
2019,9,18,80.0,63.0,0.0,0.0,0.0,2019-09-18,695225,689892
2019,9,19,76.0,59.0,0.0,0.0,0.0,2019-09-19,691139,685865
2019,9,20,79.0,55.0,0.0,0.0,0.0,2019-09-20,643019,637812
2019,9,21,88.0,61.0,0.0,0.0,0.0,2019-09-21,290406,287029
2019,9,22,93.0,70.0,0.0,0.0,0.0,2019-09-22,183658,181619
2019,9,23,94.0,72.0,0.0,0.0,0.0,2019-09-23,663876,658493
2019,9,24,83.0,65.0,0.0,0.0,0.0,2019-09-24,710579,705374
2019,9,25,84.0,61.0,0.0,0.0,0.0,2019-09-25,706254,701752
2019,9,26,92.0,65.0,0.0,0.0,0.0,2019-09-26,700629,695240
2019,9,27,84.0,64.0,0.0,0.0,0.0,2019-09-27,647102,642443
2019,9,28,84.0,67.0,0.0,0.0,0.0,2019-09-28,260206,257591
2019,9,29,91.0,72.0,0.0,0.0,0.0,2019-09-29,188278,186441
2019,9,30,73.0,68.0,0.14,0.0,0.0,2019-09-30,609496,605622
2019,10,1,87.0,69.0,0.0,0.0,0.0,2019-10-01,700287,695612
2019,10,2,98.0,73.0,0.0,0.0,0.0,2019-10-02,688588,683997
2019,10,3,82.0,73.0,0.0,0.0,0.0,2019-10-03,688456,683837
2019,10,4,80.0,54.0,0.0,0.0,0.0,2019-10-04,642633,637912
2019,10,5,67.0,49.0,0.0,0.0,0.0,2019-10-05,268594,265421
2019,10,6,73.0,62.0,0.0,0.0,0.0,2019-10-06,211301,208360
2019,10,7,84.0,63.0,0.02,0.0,0.0,2019-10-07,644618,639466
2019,10,8,68.0,61.0,0.0,0.0,0.0,2019-10-08,693301,689244
2019,10,9,73.0,56.0,0.001,0.0,0.0,2019-10-09,669481,665276
2019,10,10,79.0,56.0,0.0,0.0,0.0,2019-10-10,695935,691420
2019,10,11,77.0,55.0,0.0,0.0,0.0,2019-10-11,629819,624642
2019,10,12,75.0,55.0,0.0,0.0,0.0,2019-10-12,303658,300419
2019,10,13,67.0,56.0,0.12,0.0,0.0,2019-10-13,227721,225779
2019,10,15,73.0,50.0,0.0,0.0,0.0,2019-10-15,730765,725967
2019,10,16,65.0,51.0,1.35,0.0,0.0,2019-10-16,695974,691617
2019,10,17,61.0,50.0,0.0,0.0,0.0,2019-10-17,707567,702810
2019,10,18,66.0,48.0,0.0,0.0,0.0,2019-10-18,655753,651085
2019,10,19,66.0,44.0,0.0,0.0,0.0,2019-10-19,266262,263453
2019,10,20,58.0,55.0,1.6,0.0,0.0,2019-10-20,142272,140599
2019,10,21,70.0,55.0,0.0,0.0,0.0,2019-10-21,646788,642587
2019,10,22,64.0,55.0,0.58,0.0,0.0,2019-10-22,683205,679230
2019,10,23,67.0,49.0,0.0,0.0,0.0,2019-10-23,707081,703023
2019,10,24,68.0,45.0,0.0,0.0,0.0,2019-10-24,705459,701006
2019,10,25,70.0,50.0,0.0,0.0,0.0,2019-10-25,710245,704154
2019,10,26,67.0,58.0,0.001,0.0,0.0,2019-10-26,337320,333539
2019,10,27,80.0,61.0,1.48,0.0,0.0,2019-10-27,281004,277878
2019,10,28,69.0,56.0,0.0,0.0,0.0,2019-10-28,656205,652017
2019,10,29,68.0,59.0,0.0,0.0,0.0,2019-10-29,696677,692248
2019,10,30,67.0,60.0,0.26,0.0,0.0,2019-10-30,714348,709053
2019,10,31,77.0,53.0,1.25,0.0,0.0,2019-10-31,646630,641779
2019,11,1,54.0,42.0,0.001,0.0,0.0,2019-11-01,629014,624654
2019,11,2,56.0,37.0,0.0,0.0,0.0,2019-11-02,506184,498673
2019,11,3,57.0,41.0,0.0,0.0,0.0,2019-11-03,184626,182880
2019,11,4,61.0,39.0,0.0,0.0,0.0,2019-11-04,645212,641000
2019,11,5,64.0,44.0,0.0,0.0,0.0,2019-11-05,685174,680975
2019,11,6,60.0,44.0,0.0,0.0,0.0,2019-11-06,698490,694167
2019,11,7,61.0,46.0,0.06,0.0,0.0,2019-11-07,697226,692593
2019,11,8,47.0,35.0,0.0,0.0,0.0,2019-11-08,628592,624113
2019,11,9,45.0,30.0,0.0,0.0,0.0,2019-11-09,267145,263373
2019,11,10,56.0,36.0,0.0,0.0,0.0,2019-11-10,178874,176485
2019,11,12,60.0,30.0,0.07,0.0,0.0,2019-11-12,657898,653581
2019,11,13,39.0,26.0,0.0,0.0,0.0,2019-11-13,672757,669061
2019,11,14,42.0,28.0,0.0,0.0,0.0,2019-11-14,687961,682986
2019,11,15,55.0,33.0,0.0,0.0,0.0,2019-11-15,632753,628010
2019,11,16,47.0,37.0,0.0,0.0,0.0,2019-11-16,236357,233768
2019,11,17,46.0,37.0,0.0,0.0,0.0,2019-11-17,158855,157207
2019,11,18,49.0,40.0,0.29,0.0,0.0,2019-11-18,643892,639653
2019,11,19,56.0,43.0,0.02,0.0,0.0,2019-11-19,677871,674185
2019,11,20,55.0,46.0,0.0,0.0,0.0,2019-11-20,688091,684180
2019,11,21,55.0,40.0,0.001,0.0,0.0,2019-11-21,697779,693600
2019,11,22,56.0,40.0,0.22,0.0,0.0,2019-11-22,621266,616658
2019,11,23,44.0,35.0,0.42,0.0,0.0,2019-11-23,237514,234907
2019,11,24,54.0,40.0,0.28,0.0,0.0,2019-11-24,173865,171850
2019,11,25,57.0,35.0,0.0,0.0,0.0,2019-11-25,629037,624479
2019,11,26,62.0,38.0,0.0,0.0,0.0,2019-11-26,620852,616274
2019,11,27,58.0,44.0,0.01,0.0,0.0,2019-11-27,468974,464994
2019,11,29,52.0,37.0,0.0,0.0,0.0,2019-11-29,288517,285090
2019,11,30,46.0,41.0,0.0,0.0,0.0,2019-11-30,193108,190993
2019,12,1,46.0,40.0,0.5,0.0,0.0,2019-12-01,120261,118788
2019,12,2,44.0,40.0,0.01,0.0,0.0,2019-12-02,600441,596168
2019,12,3,50.0,39.0,0.0,0.0,0.0,2019-12-03,671610,666827
